Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
193552,Bose SoundSport Headphones,1,99.99,4/9/2019 9:18,"341 Cherry St, Los Angeles, CA 90001"
193555,Lightning Charging Cable,1,14.95,4/25/2019 11:05,"68 8th St, Seattle, WA 98101"
193556,Lightning Charging Cable,1,14.95,4/14/2019 15:38,"465 1st St, Austin, TX 73301"
193558,Wired Headphones,1,11.99,4/10/2019 21:00,"563 6th St, New York City, NY 10001"
193559,27in 4K Gaming Monitor,1,389.99,4/24/2019 14:49,"474 13th St, Atlanta, GA 30301"
193560,Wired Headphones,1,11.99,4/27/2019 14:35,"328 Main St, San Francisco, CA 94016"
193561,iPhone,1,700,4/11/2019 19:46,"836 Ridge St, New York City, NY 10001"
193562,Google Phone,1,600,4/24/2019 13:41,"526 9th St, Atlanta, GA 30301"
193563,Lightning Charging Cable,1,14.95,4/9/2019 16:26,"855 Adams St, Boston, MA 02215"
193564,Apple Airpods Headphones,1,150,4/2/2019 15:58,"470 Cedar St, San Francisco, CA 94016"
193565,USB-C Charging Cable,1,11.95,4/10/2019 17:36,"682 14th St, New York City, NY 10001"
193566,Apple Airpods Headphones,1,150,4/26/2019 8:45,"293 13th St, San Francisco, CA 94016"
193567,USB-C Charging Cable,1,11.95,4/22/2019 14:27,"281 Johnson St, Los Angeles, CA 90001"
193568,AAA Batteries (4-pack),1,2.99,4/20/2019 19:35,"3 Maple St, Portland, OR 97035"
193569,AAA Batteries (4-pack),1,2.99,4/7/2019 15:28,"225 Lakeview St, Atlanta, GA 30301"
193570,Lightning Charging Cable,1,14.95,4/14/2019 8:00,"342 Elm St, New York City, NY 10001"
193571,LG Washing Machine,1,600,4/13/2019 17:46,"143 Spruce St, Portland, OR 97035"
193572,AA Batteries (4-pack),1,3.84,4/23/2019 18:25,"896 11th St, Atlanta, GA 30301"
193573,AA Batteries (4-pack),1,3.84,4/27/2019 18:32,"234 Pine St, San Francisco, CA 94016"
193574,Vareebadd Phone,1,400,4/29/2019 3:22,"817 Hill St, San Francisco, CA 94016"
193575,AA Batteries (4-pack),1,3.84,4/29/2019 23:48,"824 Elm St, Los Angeles, CA 90001"
193576,ThinkPad Laptop,1,999.99,4/27/2019 21:37,"439 Willow St, San Francisco, CA 94016"
193577,ThinkPad Laptop,1,999.99,4/9/2019 21:35,"201 Spruce St, San Francisco, CA 94016"
193580,AA Batteries (4-pack),1,3.84,4/13/2019 19:25,"524 Park St, Dallas, TX 75001"
193581,AAA Batteries (4-pack),1,2.99,4/29/2019 13:17,"933 Jackson St, Boston, MA 02215"
193583,USB-C Charging Cable,1,11.95,4/13/2019 21:07,"581 14th St, Seattle, WA 98101"
193584,AA Batteries (4-pack),1,3.84,4/23/2019 11:05,"769 2nd St, Portland, OR 97035"
193586,Bose SoundSport Headphones,1,99.99,4/20/2019 10:17,"351 7th St, San Francisco, CA 94016"
193587,USB-C Charging Cable,1,11.95,4/6/2019 21:49,"120 Willow St, Los Angeles, CA 90001"
193588,Wired Headphones,1,11.99,4/22/2019 19:49,"344 Adams St, Atlanta, GA 30301"
193589,Apple Airpods Headphones,1,150,4/20/2019 13:54,"951 4th St, Los Angeles, CA 90001"
193590,AA Batteries (4-pack),1,3.84,4/24/2019 14:26,"186 Lakeview St, Los Angeles, CA 90001"
193591,Apple Airpods Headphones,1,150,4/11/2019 14:48,"394 South St, New York City, NY 10001"
193592,AA Batteries (4-pack),1,3.84,4/23/2019 6:51,"88 Elm St, Los Angeles, CA 90001"
193593,Lightning Charging Cable,1,14.95,4/26/2019 16:38,"69 South St, Boston, MA 02215"
193594,ThinkPad Laptop,1,999.99,4/22/2019 16:36,"732 Jefferson St, Austin, TX 73301"
193596,AAA Batteries (4-pack),1,2.99,4/28/2019 14:50,"758 10th St, Portland, OR 97035"
193597,USB-C Charging Cable,1,11.95,4/28/2019 10:43,"195 9th St, Los Angeles, CA 90001"
193598,USB-C Charging Cable,1,11.95,4/10/2019 23:35,"177 Madison St, Austin, TX 73301"
193599,Lightning Charging Cable,1,14.95,4/30/2019 8:46,"309 5th St, Austin, TX 73301"
193600,Macbook Pro Laptop,1,1700,4/23/2019 22:12,"71 Cherry St, Portland, OR 97035"
193601,Apple Airpods Headphones,1,150,4/28/2019 17:41,"346 10th St, Los Angeles, CA 90001"
193602,20in Monitor,1,109.99,4/10/2019 18:43,"436 Park St, Dallas, TX 75001"
193603,AA Batteries (4-pack),1,3.84,4/30/2019 19:45,"58 5th St, San Francisco, CA 94016"
193604,USB-C Charging Cable,1,11.95,4/6/2019 5:34,"830 Lakeview St, Dallas, TX 75001"
193605,ThinkPad Laptop,1,999.99,4/2/2019 16:16,"875 North St, Boston, MA 02215"
193606,Wired Headphones,1,11.99,4/2/2019 16:13,"957 Ridge St, New York City, NY 10001"
193607,Google Phone,1,600,4/8/2019 11:42,"94 Washington St, Los Angeles, CA 90001"
193608,Apple Airpods Headphones,1,150,4/5/2019 21:18,"856 1st St, San Francisco, CA 94016"
193609,Apple Airpods Headphones,1,150,4/23/2019 18:53,"408 Elm St, Dallas, TX 75001"
193610,Bose SoundSport Headphones,1,99.99,4/16/2019 22:59,"800 River St, Dallas, TX 75001"
193611,Vareebadd Phone,1,400,4/1/2019 11:30,"317 11th St, Atlanta, GA 30301"
193612,AA Batteries (4-pack),1,3.84,4/29/2019 23:41,"892 9th St, San Francisco, CA 94016"
193613,AA Batteries (4-pack),1,3.84,4/14/2019 15:18,"283 11th St, New York City, NY 10001"
193614,AA Batteries (4-pack),1,3.84,4/30/2019 15:41,"669 Jackson St, Los Angeles, CA 90001"
193615,Vareebadd Phone,1,400,4/2/2019 17:24,"546 Lake St, San Francisco, CA 94016"
193615,Bose SoundSport Headphones,1,99.99,4/2/2019 17:24,"546 Lake St, San Francisco, CA 94016"
193616,Lightning Charging Cable,1,14.95,4/6/2019 18:03,"440 Meadow St, Boston, MA 02215"
193617,Flatscreen TV,1,300,4/30/2019 18:41,"828 12th St, Portland, OR 97035"
193618,Lightning Charging Cable,1,14.95,4/27/2019 23:52,"526 1st St, Atlanta, GA 30301"
193619,Wired Headphones,1,11.99,4/1/2019 10:36,"150 13th St, Atlanta, GA 30301"
193620,AAA Batteries (4-pack),1,2.99,4/20/2019 14:51,"140 Cherry St, Atlanta, GA 30301"
193621,20in Monitor,1,109.99,4/1/2019 7:21,"728 Highland St, Boston, MA 02215"
193622,AA Batteries (4-pack),1,3.84,4/23/2019 17:27,"326 Cherry St, San Francisco, CA 94016"
193623,27in 4K Gaming Monitor,1,389.99,4/17/2019 12:35,"719 14th St, San Francisco, CA 94016"
193624,AA Batteries (4-pack),1,3.84,4/25/2019 10:46,"516 Meadow St, New York City, NY 10001"
193625,Apple Airpods Headphones,1,150,4/9/2019 8:23,"846 Ridge St, New York City, NY 10001"
193626,27in FHD Monitor,1,149.99,4/12/2019 18:23,"318 8th St, New York City, NY 10001"
193627,Wired Headphones,1,11.99,4/10/2019 22:21,"46 Meadow St, Atlanta, GA 30301"
193628,Bose SoundSport Headphones,1,99.99,4/3/2019 14:16,"276 5th St, Portland, ME 04101"
193629,27in 4K Gaming Monitor,1,389.99,4/6/2019 19:54,"879 West St, Boston, MA 02215"
193630,Lightning Charging Cable,1,14.95,4/12/2019 20:45,"582 Lincoln St, San Francisco, CA 94016"
193631,Google Phone,1,600,4/11/2019 10:59,"963 Center St, Portland, OR 97035"
193631,USB-C Charging Cable,1,11.95,4/11/2019 10:59,"963 Center St, Portland, OR 97035"
193632,AAA Batteries (4-pack),1,2.99,4/28/2019 9:52,"280 Main St, Portland, OR 97035"
193633,Bose SoundSport Headphones,1,99.99,4/1/2019 13:51,"109 Meadow St, Los Angeles, CA 90001"
193634,ThinkPad Laptop,1,999.99,4/5/2019 19:15,"546 Hickory St, New York City, NY 10001"
193635,USB-C Charging Cable,1,11.95,4/4/2019 0:58,"656 Ridge St, Portland, OR 97035"
193636,USB-C Charging Cable,1,11.95,4/13/2019 8:01,"448 River St, Los Angeles, CA 90001"
193637,USB-C Charging Cable,1,11.95,4/25/2019 21:44,"891 11th St, Los Angeles, CA 90001"
193638,Apple Airpods Headphones,1,150,4/24/2019 20:01,"129 Cedar St, San Francisco, CA 94016"
193639,Apple Airpods Headphones,1,150,4/1/2019 18:54,"977 Main St, New York City, NY 10001"
193640,34in Ultrawide Monitor,1,379.99,4/27/2019 18:04,"667 13th St, Portland, OR 97035"
193640,Wired Headphones,1,11.99,4/27/2019 18:04,"667 13th St, Portland, OR 97035"
193641,Bose SoundSport Headphones,1,99.99,4/1/2019 11:46,"775 5th St, Los Angeles, CA 90001"
193642,Wired Headphones,1,11.99,4/21/2019 14:20,"922 6th St, Boston, MA 02215"
193643,iPhone,1,700,4/4/2019 9:04,"163 7th St, Atlanta, GA 30301"
193643,Lightning Charging Cable,1,14.95,4/4/2019 9:04,"163 7th St, Atlanta, GA 30301"
193643,Apple Airpods Headphones,1,150,4/4/2019 9:04,"163 7th St, Atlanta, GA 30301"
193644,27in 4K Gaming Monitor,1,389.99,4/13/2019 18:54,"739 Main St, New York City, NY 10001"
193646,USB-C Charging Cable,1,11.95,4/18/2019 21:08,"331 Madison St, San Francisco, CA 94016"
193647,Apple Airpods Headphones,1,150,4/12/2019 3:03,"452 Park St, San Francisco, CA 94016"
193647,AAA Batteries (4-pack),1,2.99,4/12/2019 3:03,"452 Park St, San Francisco, CA 94016"
193649,Wired Headphones,1,11.99,4/7/2019 17:07,"230 Adams St, New York City, NY 10001"
193651,27in FHD Monitor,1,149.99,4/15/2019 19:38,"849 13th St, San Francisco, CA 94016"
193652,AAA Batteries (4-pack),1,2.99,4/10/2019 22:36,"989 13th St, San Francisco, CA 94016"
193653,Google Phone,1,600,4/21/2019 9:29,"168 Chestnut St, Los Angeles, CA 90001"
193654,27in FHD Monitor,1,149.99,4/4/2019 16:19,"978 7th St, Portland, OR 97035"
193655,USB-C Charging Cable,1,11.95,4/6/2019 14:10,"921 9th St, San Francisco, CA 94016"
193656,USB-C Charging Cable,1,11.95,4/15/2019 8:48,"450 Walnut St, Los Angeles, CA 90001"
193657,Lightning Charging Cable,1,14.95,4/22/2019 16:15,"813 8th St, Los Angeles, CA 90001"
193658,Apple Airpods Headphones,1,150,4/10/2019 10:02,"325 1st St, San Francisco, CA 94016"
193660,LG Washing Machine,1,600,4/7/2019 16:01,"903 Main St, New York City, NY 10001"
193661,27in 4K Gaming Monitor,1,389.99,4/18/2019 1:15,"900 Forest St, Atlanta, GA 30301"
193662,AAA Batteries (4-pack),1,2.99,4/16/2019 22:33,"486 Willow St, Portland, OR 97035"
193663,Bose SoundSport Headphones,1,99.99,4/25/2019 14:24,"914 13th St, Boston, MA 02215"
193664,Lightning Charging Cable,1,14.95,4/19/2019 12:59,"953 River St, New York City, NY 10001"
193665,ThinkPad Laptop,1,999.99,4/25/2019 22:38,"651 1st St, Portland, OR 97035"
193666,27in 4K Gaming Monitor,1,389.99,4/29/2019 20:00,"783 River St, Boston, MA 02215"
193667,AA Batteries (4-pack),1,3.84,4/15/2019 20:23,"711 Jackson St, Boston, MA 02215"
193669,AA Batteries (4-pack),1,3.84,4/30/2019 6:47,"359 Washington St, Austin, TX 73301"
193670,Bose SoundSport Headphones,1,99.99,4/7/2019 1:48,"470 8th St, Boston, MA 02215"
193671,iPhone,1,700,4/2/2019 20:18,"346 Hill St, Austin, TX 73301"
193673,USB-C Charging Cable,1,11.95,4/28/2019 16:15,"220 11th St, Boston, MA 02215"
193674,Wired Headphones,1,11.99,4/3/2019 19:39,"647 10th St, Los Angeles, CA 90001"
193676,AAA Batteries (4-pack),1,2.99,4/11/2019 13:34,"323 11th St, Portland, OR 97035"
193677,USB-C Charging Cable,1,11.95,4/1/2019 18:38,"313 Sunset St, New York City, NY 10001"
193678,Apple Airpods Headphones,1,150,4/27/2019 21:04,"433 Walnut St, Seattle, WA 98101"
193679,USB-C Charging Cable,1,11.95,4/1/2019 11:37,"908 Elm St, San Francisco, CA 94016"
193681,Wired Headphones,1,11.99,4/29/2019 16:12,"50 Madison St, Seattle, WA 98101"
193682,Wired Headphones,1,11.99,4/26/2019 14:08,"352 Center St, Boston, MA 02215"
193684,Lightning Charging Cable,1,14.95,4/16/2019 18:45,"856 Main St, Seattle, WA 98101"
193685,Bose SoundSport Headphones,1,99.99,4/29/2019 18:37,"246 12th St, San Francisco, CA 94016"
193686,USB-C Charging Cable,1,11.95,4/6/2019 16:21,"372 West St, Los Angeles, CA 90001"
193687,Bose SoundSport Headphones,1,99.99,4/15/2019 18:54,"620 Walnut St, San Francisco, CA 94016"
193688,AA Batteries (4-pack),1,3.84,4/6/2019 23:28,"928 Lakeview St, Dallas, TX 75001"
193689,iPhone,1,700,4/17/2019 10:54,"619 Hill St, Boston, MA 02215"
193690,Bose SoundSport Headphones,1,99.99,4/13/2019 0:26,"542 14th St, San Francisco, CA 94016"
193691,Wired Headphones,1,11.99,4/23/2019 15:07,"177 West St, New York City, NY 10001"
193692,34in Ultrawide Monitor,1,379.99,4/17/2019 19:20,"574 Jackson St, New York City, NY 10001"
193693,AAA Batteries (4-pack),1,2.99,4/2/2019 5:33,"656 7th St, Los Angeles, CA 90001"
193694,Lightning Charging Cable,1,14.95,4/18/2019 13:20,"17 Cherry St, Los Angeles, CA 90001"
193695,Wired Headphones,1,11.99,4/23/2019 20:58,"506 Cedar St, Boston, MA 02215"
193696,Lightning Charging Cable,1,14.95,4/21/2019 15:02,"722 7th St, Atlanta, GA 30301"
193697,AA Batteries (4-pack),1,3.84,4/6/2019 16:37,"80 13th St, Seattle, WA 98101"
193698,iPhone,1,700,4/1/2019 11:30,"310 Madison St, San Francisco, CA 94016"
193699,Wired Headphones,1,11.99,4/1/2019 16:49,"182 Willow St, Los Angeles, CA 90001"
193700,Apple Airpods Headphones,1,150,4/14/2019 10:06,"61 Jackson St, Boston, MA 02215"
193701,USB-C Charging Cable,1,11.95,4/11/2019 7:17,"337 Meadow St, Dallas, TX 75001"
193702,27in FHD Monitor,1,149.99,4/2/2019 12:37,"832 Highland St, New York City, NY 10001"
193703,AAA Batteries (4-pack),1,2.99,4/30/2019 13:01,"133 1st St, Boston, MA 02215"
193705,ThinkPad Laptop,1,999.99,4/16/2019 6:29,"690 Lake St, Los Angeles, CA 90001"
193706,27in 4K Gaming Monitor,1,389.99,4/25/2019 21:21,"909 Cedar St, Los Angeles, CA 90001"
193707,20in Monitor,1,109.99,4/14/2019 15:06,"61 8th St, San Francisco, CA 94016"
193708,27in FHD Monitor,1,149.99,4/10/2019 10:37,"217 Meadow St, Los Angeles, CA 90001"
193709,AA Batteries (4-pack),1,3.84,4/9/2019 12:06,"701 Lincoln St, Boston, MA 02215"
193711,Lightning Charging Cable,1,14.95,4/25/2019 16:51,"767 Cherry St, Austin, TX 73301"
193712,USB-C Charging Cable,1,11.95,4/16/2019 22:09,"656 Chestnut St, Los Angeles, CA 90001"
193713,Flatscreen TV,1,300,4/21/2019 18:39,"175 Willow St, Atlanta, GA 30301"
193715,ThinkPad Laptop,1,999.99,4/29/2019 15:11,"765 Jackson St, New York City, NY 10001"
193716,Wired Headphones,1,11.99,4/29/2019 21:46,"706 Maple St, Atlanta, GA 30301"
193717,27in FHD Monitor,1,149.99,4/27/2019 17:49,"592 Dogwood St, Los Angeles, CA 90001"
193718,USB-C Charging Cable,1,11.95,4/11/2019 15:17,"917 1st St, Los Angeles, CA 90001"
193719,Lightning Charging Cable,1,14.95,4/29/2019 22:21,"287 Ridge St, New York City, NY 10001"
193720,Apple Airpods Headphones,1,150,4/9/2019 14:37,"156 6th St, Dallas, TX 75001"
193721,Lightning Charging Cable,1,14.95,4/20/2019 19:00,"69 Meadow St, San Francisco, CA 94016"
193722,AA Batteries (4-pack),1,3.84,4/14/2019 22:47,"909 Park St, Boston, MA 02215"
193723,27in 4K Gaming Monitor,1,389.99,4/5/2019 20:48,"535 4th St, Los Angeles, CA 90001"
193724,Apple Airpods Headphones,1,150,4/18/2019 19:20,"776 Chestnut St, Austin, TX 73301"
193725,AA Batteries (4-pack),1,3.84,4/4/2019 7:13,"516 Hickory St, New York City, NY 10001"
193726,27in 4K Gaming Monitor,1,389.99,4/13/2019 10:32,"809 Washington St, San Francisco, CA 94016"
193727,ThinkPad Laptop,1,999.99,4/29/2019 16:28,"21 Walnut St, San Francisco, CA 94016"
193728,USB-C Charging Cable,1,11.95,4/19/2019 16:50,"731 Washington St, Los Angeles, CA 90001"
193729,Wired Headphones,1,11.99,4/5/2019 19:14,"433 8th St, Portland, OR 97035"
193730,ThinkPad Laptop,1,999.99,4/12/2019 15:42,"102 Ridge St, Atlanta, GA 30301"
193731,Lightning Charging Cable,1,14.95,4/10/2019 17:34,"278 11th St, San Francisco, CA 94016"
193732,AAA Batteries (4-pack),1,2.99,4/17/2019 15:08,"430 Sunset St, Portland, OR 97035"
193733,Google Phone,1,600,4/30/2019 22:41,"464 Chestnut St, Austin, TX 73301"
193734,Apple Airpods Headphones,1,150,4/23/2019 10:03,"365 Washington St, San Francisco, CA 94016"
193735,AA Batteries (4-pack),1,3.84,4/12/2019 16:36,"510 Madison St, Austin, TX 73301"
193736,Flatscreen TV,1,300,4/27/2019 13:55,"917 5th St, Austin, TX 73301"
193738,iPhone,1,700,4/5/2019 9:50,"707 Johnson St, Boston, MA 02215"
193739,USB-C Charging Cable,1,11.95,4/8/2019 6:32,"414 12th St, San Francisco, CA 94016"
193740,27in FHD Monitor,1,149.99,4/28/2019 8:17,"491 Spruce St, Portland, OR 97035"
193741,Google Phone,1,600,4/1/2019 20:17,"779 Adams St, Boston, MA 02215"
193742,Wired Headphones,1,11.99,4/5/2019 10:22,"450 Washington St, Austin, TX 73301"
193743,Bose SoundSport Headphones,1,99.99,4/22/2019 11:29,"808 Pine St, New York City, NY 10001"
193744,34in Ultrawide Monitor,1,379.99,4/8/2019 16:12,"128 Pine St, Boston, MA 02215"
193745,USB-C Charging Cable,1,11.95,4/7/2019 1:35,"789 Jackson St, New York City, NY 10001"
193747,Vareebadd Phone,1,400,4/21/2019 15:29,"883 2nd St, Seattle, WA 98101"
193748,Flatscreen TV,1,300,4/16/2019 18:33,"95 4th St, San Francisco, CA 94016"
193749,Apple Airpods Headphones,1,150,4/10/2019 0:31,"842 Johnson St, Los Angeles, CA 90001"
193750,Wired Headphones,1,11.99,4/13/2019 0:44,"7 Washington St, Boston, MA 02215"
193751,27in 4K Gaming Monitor,1,389.99,4/22/2019 13:42,"24 West St, New York City, NY 10001"
193752,Lightning Charging Cable,1,14.95,4/25/2019 10:47,"413 Highland St, Boston, MA 02215"
193753,ThinkPad Laptop,1,999.99,4/9/2019 14:47,"251 Dogwood St, Atlanta, GA 30301"
193754,Lightning Charging Cable,1,14.95,4/8/2019 18:56,"417 Church St, Atlanta, GA 30301"
193755,Lightning Charging Cable,1,14.95,4/24/2019 15:05,"900 Church St, Los Angeles, CA 90001"
193756,Lightning Charging Cable,1,14.95,4/22/2019 22:04,"124 6th St, Los Angeles, CA 90001"
193758,Apple Airpods Headphones,1,150,4/23/2019 10:34,"35 Walnut St, Dallas, TX 75001"
193759,USB-C Charging Cable,1,11.95,4/8/2019 1:11,"985 Park St, San Francisco, CA 94016"
193760,Lightning Charging Cable,1,14.95,4/15/2019 12:57,"850 Hickory St, Los Angeles, CA 90001"
193761,Apple Airpods Headphones,1,150,4/13/2019 20:23,"971 Walnut St, Portland, OR 97035"
193762,AAA Batteries (4-pack),1,2.99,4/28/2019 1:13,"108 Lakeview St, Atlanta, GA 30301"
193763,27in FHD Monitor,1,149.99,4/17/2019 8:15,"450 13th St, Boston, MA 02215"
193764,AA Batteries (4-pack),1,3.84,4/24/2019 14:43,"866 Spruce St, San Francisco, CA 94016"
193765,Google Phone,1,600,4/21/2019 12:04,"146 Cherry St, San Francisco, CA 94016"
193766,iPhone,1,700,4/20/2019 15:23,"435 Washington St, Los Angeles, CA 90001"
193767,Apple Airpods Headphones,1,150,4/17/2019 11:47,"372 Main St, Boston, MA 02215"
193768,Lightning Charging Cable,1,14.95,4/26/2019 13:45,"12 Church St, New York City, NY 10001"
193769,USB-C Charging Cable,1,11.95,4/7/2019 21:57,"250 Maple St, Atlanta, GA 30301"
193770,AA Batteries (4-pack),1,3.84,4/8/2019 15:54,"185 Madison St, Dallas, TX 75001"
193771,AAA Batteries (4-pack),1,2.99,4/24/2019 10:27,"495 12th St, Austin, TX 73301"
193772,Bose SoundSport Headphones,1,99.99,4/24/2019 22:19,"250 South St, San Francisco, CA 94016"
193773,USB-C Charging Cable,1,11.95,4/4/2019 12:55,"266 2nd St, Los Angeles, CA 90001"
193774,Google Phone,1,600,4/16/2019 12:35,"655 Spruce St, Seattle, WA 98101"
193775,27in FHD Monitor,1,149.99,4/18/2019 13:42,"71 Jefferson St, San Francisco, CA 94016"
193776,Wired Headphones,1,11.99,4/4/2019 19:14,"339 Forest St, Austin, TX 73301"
193777,LG Washing Machine,1,600,4/8/2019 10:51,"94 Sunset St, New York City, NY 10001"
193778,USB-C Charging Cable,1,11.95,4/18/2019 15:58,"817 14th St, Los Angeles, CA 90001"
193779,USB-C Charging Cable,1,11.95,4/6/2019 15:32,"207 River St, Boston, MA 02215"
193780,Lightning Charging Cable,1,14.95,4/25/2019 7:41,"146 Cedar St, Atlanta, GA 30301"
193781,Lightning Charging Cable,1,14.95,4/12/2019 16:58,"166 1st St, Seattle, WA 98101"
193782,USB-C Charging Cable,1,11.95,4/16/2019 11:23,"978 Dogwood St, Austin, TX 73301"
193784,Flatscreen TV,1,300,4/24/2019 21:25,"985 North St, San Francisco, CA 94016"
193785,Apple Airpods Headphones,1,150,4/28/2019 16:50,"322 Forest St, Boston, MA 02215"
193786,USB-C Charging Cable,1,11.95,4/9/2019 12:34,"526 Elm St, San Francisco, CA 94016"
193787,iPhone,1,700,4/27/2019 8:15,"29 Willow St, Los Angeles, CA 90001"
193787,Apple Airpods Headphones,1,150,4/27/2019 8:15,"29 Willow St, Los Angeles, CA 90001"
193787,Wired Headphones,1,11.99,4/27/2019 8:15,"29 Willow St, Los Angeles, CA 90001"
193788,Wired Headphones,1,11.99,4/21/2019 3:29,"357 1st St, Los Angeles, CA 90001"
193789,Google Phone,1,600,4/21/2019 22:22,"608 Chestnut St, Seattle, WA 98101"
